"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1903476045669659102","Sat Mar 22 17:12:37 +0000 2025","0","#GagalkanRUUTNI #CabutRUUTNI #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan #SupremasiSipil https://t.co/t8BaYSRLAq","1903495041957658846","https://pbs.twimg.com/media/GmqSpyAaUAAMDjW.jpg","listlessspirit","qme","","0","0","0","https://x.com/listlessspirit/status/1903495041957658846","1659037340336283649","listlessspirit"
"1903437435549143484","Sat Mar 22 17:12:35 +0000 2025","0","@Raaa_Nanon #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksaan","1903495032293998923","","Raaa_Nanon","qme","","0","0","0","https://x.com/udangkeju_u/status/1903495032293998923","1644837545052864515","udangkeju_u"
"1903493888192754057","Sat Mar 22 17:12:34 +0000 2025","0","dewtee skynani nuthong #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiABRI #SupremasiSipil","1903495027617395106","","pieceof_leyy","en","","0","0","0","https://x.com/pieceof_leyy/status/1903495027617395106","1898029312663826432","pieceof_leyy"
"1903275824821965190","Sat Mar 22 17:12:33 +0000 2025","0","@coffeetelattee_ #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil","1903495022844260477","","coffeetelattee_","qme","p","0","0","0","https://x.com/askhsjshshjsnsv/status/1903495022844260477","1585917670532136962","askhsjshshjsnsv"
"1903449454642131375","Sat Mar 22 17:12:33 +0000 2025","0","@iyayannn #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiTNI #IndonesiaGelap #PeringatanDarurat","1903495021661442365","","iyayannn","qme","","0","0","0","https://x.com/peruerek/status/1903495021661442365","1781554070123339776","peruerek"
"1903495019203612976","Sat Mar 22 17:12:32 +0000 2025","0","#GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil https://t.co/iNFVGhYwmu","1903495019203612976","https://pbs.twimg.com/media/GmqSoXbakAA61ud.jpg","","qme","chilling in caratland","0","0","0","https://x.com/jeononuw_/status/1903495019203612976","1810306818050334720","jeononuw_"
"1903478051406791116","Sat Mar 22 17:12:28 +0000 2025","0","@Sunplower13 SEMANGATT TERUSS #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903495000887062563","","Sunplower13","in","Owen Knight's♡","0","0","0","https://x.com/peacockswllowtl/status/1903495000887062563","1542764940825464832","peacockswllowtl"
"1903336770244317478","Sat Mar 22 17:12:25 +0000 2025","0","@chrisswifes turut berdukacita atas matinya reformasi!! #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494991600836938","","chrisswifes","in","Mark Lee","0","0","0","https://x.com/princessroraaa/status/1903494991600836938","1536043258962268160","princessroraaa"
"1902756898329219493","Sat Mar 22 17:12:25 +0000 2025","0","@Beritasatu Sakit sakit #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494988996186443","","Beritasatu","tl","98' ","0","0","0","https://x.com/woodzhot/status/1903494988996186443","1213283581109235712","woodzhot"
"1903357115638616075","Sat Mar 22 17:12:24 +0000 2025","0","@NenkMonica #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494986055970948","","NenkMonica","qme","","0","0","0","https://x.com/sweetapril2010/status/1903494986055970948","1844763275461890049","sweetapril2010"
"1903464632704278939","Sat Mar 22 17:12:24 +0000 2025","0","@lycopium #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI","1903494985854644684","","lycopium","qme","","0","0","0","https://x.com/Hororuya/status/1903494985854644684","1533766852723167233","Hororuya"
"1903443542728745372","Sat Mar 22 17:12:18 +0000 2025","0","@saegusayang Indonesia punya banyak seniman berbakat tapi pemerintah lebih memilih pake ai?? #GagalkanRUUTNI #CabutRUUTNI #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksaan Anyway ↓ https://t.co/hNHGabqadA","1903494960877637745","https://pbs.twimg.com/media/GmqSlEwaAAAaiEE.jpg","saegusayang","in","","0","0","0","https://x.com/Mawoyann/status/1903494960877637745","1587753783672459265","Mawoyann"
"1903464388201472109","Sat Mar 22 17:12:16 +0000 2025","0","@carroth2404 #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiTNI #IndonesiaGelap #PeringatanDarurat #ArtistBersuara","1903494950190493860","","carroth2404","qme","","0","0","0","https://x.com/noctishorizon/status/1903494950190493860","1433050263061815301","noctishorizon"
"1903277527877161092","Sat Mar 22 17:12:14 +0000 2025","0","@castaorice #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494942305235250","","castaorice","qme","tokyo.","0","0","0","https://x.com/cristianYuu_/status/1903494942305235250","1590356653664505857","cristianYuu_"
"1903442418017661204","Sat Mar 22 17:12:12 +0000 2025","0","@dysradys_ #CabutRUUTNI #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiTNI","1903494935090987171","","dysradys_","qme","","0","0","0","https://x.com/peruerek/status/1903494935090987171","1781554070123339776","peruerek"
"1903494934751309828","Sat Mar 22 17:12:12 +0000 2025","0","Parcok tolol #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494934751309828","","","tl","","0","0","0","https://x.com/ohmyhcaceh/status/1903494934751309828","1902990561780568065","ohmyhcaceh"
"1903483921251348858","Sat Mar 22 17:11:44 +0000 2025","0","@mhnmil #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil","1903494816174051613","","mhnmil","qme","","0","0","0","https://x.com/liaa_wg/status/1903494816174051613","1493628352590086145","liaa_wg"
"1903332001962496010","Sat Mar 22 17:11:41 +0000 2025","0","@norenliyfee #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil","1903494806351003950","","norenliyfee","qme","Seoul, Republic of Korea","0","0","0","https://x.com/onlym_arkchan/status/1903494806351003950","1838857572595699712","onlym_arkchan"
"1903039433471123478","Sat Mar 22 17:11:40 +0000 2025","0","@imyupii #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494801502474411","","imyupii","qme","exoplanet","0","0","0","https://x.com/ansalfanfic/status/1903494801502474411","1415515409143406592","ansalfanfic"
"1903465640440316026","Sat Mar 22 17:11:40 +0000 2025","0","@abcdefghellowz #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiABRI #Peringatandarurat #IndonesiaGelap #IndonesiaMakinGelap","1903494800898441718","","abcdefghellowz","qme","","0","0","0","https://x.com/whoclies/status/1903494800898441718","1776055553237856257","whoclies"
"1903404108197023993","Sat Mar 22 17:11:38 +0000 2025","0","@NarasiNewsroom Telah mati kebebasan pers Indonesia! #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI","1903494794086936674","","NarasiNewsroom","in","","0","0","0","https://x.com/hatessoda/status/1903494794086936674","1468988830615158786","hatessoda"
"1903493483920560203","Sat Mar 22 17:11:35 +0000 2025","0","@licemilky iyaaa bener bener tega bangett #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksaan","1903494779926925334","","licemilky","in","","0","0","0","https://x.com/bounpremgf/status/1903494779926925334","1901275060620656640","bounpremgf"
"1903465640440316026","Sat Mar 22 17:11:33 +0000 2025","0","@abcdefghellowz #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil","1903494773115412778","","abcdefghellowz","qme","hopeworld｡⁠*🌏","0","0","0","https://x.com/storyofjoy_/status/1903494773115412778","1804593299149533184","storyofjoy_"
"1903196017589416258","Sat Mar 22 17:11:32 +0000 2025","0","@_nekosaurus #CabutRUUTNI #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap","1903494765913768124","","_nekosaurus","qme","","0","0","0","https://x.com/pyupink/status/1903494765913768124","1639534372394074114","pyupink"
"1903091924447187247","Sat Mar 22 17:11:31 +0000 2025","0","@blvdppw #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494764470919644","","blvdppw","qme","exoplanet","0","0","0","https://x.com/ansalfanfic/status/1903494764470919644","1415515409143406592","ansalfanfic"
"1903125100100194520","Sat Mar 22 17:11:26 +0000 2025","0","@umugosh #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipi","1903494743868526626","","umugosh","qme","","0","0","0","https://x.com/nazwara72754800/status/1903494743868526626","1577592402063536130","nazwara72754800"
"1903465342179176827","Sat Mar 22 17:11:25 +0000 2025","0","@abcdefghellowz #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494737686151414","","abcdefghellowz","qme","she/her - EN/ID OK !","0","0","0","https://x.com/kycrou/status/1903494737686151414","1694787160166256643","kycrou"
"1903463838063935690","Sat Mar 22 17:11:23 +0000 2025","0","@buahlemonsegar #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #SupremasiSipil #TolakRevisiUUTNI #PeringatanDarurat #TolakDwifungsiABRI #KembalikanTNIkeBarak","1903494731453411428","","buahlemonsegar","qme","laut","0","0","0","https://x.com/udangmacan/status/1903494731453411428","1299313899661963264","udangmacan"
"1903494213473640504","Sat Mar 22 17:11:22 +0000 2025","1","@Mell_edtx HELL YEAHHH #PeringatanDarurat #IndonesiaGelap #GagalkanRUUTNI #CabutRUUTN #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksaan","1903494726537650231","","Mell_edtx","en","","0","0","0","https://x.com/k1azfw/status/1903494726537650231","1778995162578124800","k1azfw"
"1903285073002238459","Sat Mar 22 17:11:21 +0000 2025","0","@frompapay #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksaan","1903494723077353694","","frompapay","qme","taekoo","0","0","0","https://x.com/Nayleann/status/1903494723077353694","1297049599157235713","Nayleann"
"1903017191089270958","Sat Mar 22 17:11:20 +0000 2025","0","@KanaFatin #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494716890796287","","KanaFatin","qme","exoplanet","0","0","0","https://x.com/ansalfanfic/status/1903494716890796287","1415515409143406592","ansalfanfic"
"1903049484575314420","Sat Mar 22 17:11:18 +0000 2025","0","@humaniesproject #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUPolri #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil","1903494707315105919","","humaniesproject","qme","#1 chiunz","0","0","0","https://x.com/loutsseii_/status/1903494707315105919","786552241972850688","loutsseii_"
"1903299460157018468","Sat Mar 22 17:11:17 +0000 2025","0","@neverxended #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksaan","1903494704530112860","","neverxended","qme","","0","0","0","https://x.com/hcqelnut/status/1903494704530112860","1511738112564551685","hcqelnut"
"1903493558570733771","Sat Mar 22 17:11:17 +0000 2025","0","@KOeyanz #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494704299381157","","KOeyanz","qme","","0","0","0","https://x.com/Todidler/status/1903494704299381157","1657987760207314949","Todidler"
"1903494691980734667","Sat Mar 22 17:11:14 +0000 2025","1","mimpi mo di tangkep gegara baca buku...beneran sampe kebawa mimpi ye ksl bener gw #GagalkanRUUTNI #CabutRUUTNI #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan #SupremasiSipil","1903494691980734667","","","in","yappink :D","0","0","1","https://x.com/hunzze/status/1903494691980734667","1808399306367684610","hunzze"
"1903270306644627861","Sat Mar 22 17:11:13 +0000 2025","0","@Stvarlightt_ #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494686465273973","","Stvarlightt_","qme","","0","0","0","https://x.com/arayaaa212/status/1903494686465273973","1561926996925751296","arayaaa212"
"1903407246333362509","Sat Mar 22 17:11:12 +0000 2025","0","@nct_menfess Telah mati kebebasan pers Indonesia! #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI","1903494683558547737","","nct_menfess","in","","0","0","0","https://x.com/hatessoda/status/1903494683558547737","1468988830615158786","hatessoda"
"1903494683504054341","Sat Mar 22 17:11:12 +0000 2025","1","AYOK NAIKAN INI KAYA KALIAN NAIKAN BUJANG2 KOREA SMA THILAND #TolakRevisiUUTNI #TolakRUUPolri #TolakRUUKejaksaan #TolakUUTNI #TolakDwifungsiTNI #TolakUUTNI #TolakRevisiRUUTNI https://t.co/gJ5g3XO6oc","1903494683504054341","https://pbs.twimg.com/media/GmqSUohaQAAkFPb.jpg","","in","","0","0","0","https://x.com/NNavila83281/status/1903494683504054341","1746744122021642240","NNavila83281"
"1903344618168783007","Sat Mar 22 17:11:11 +0000 2025","0","@ridwanhr #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494680337162591","","ridwanhr","qme","Singapore ","0","0","0","https://x.com/bud1_f1/status/1903494680337162591","354188131","bud1_f1"
"1903494671571296425","Sat Mar 22 17:11:09 +0000 2025","0","ges mau bobo dulu hari ini cape bgt gn #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil","1903494671571296425","","","in","JOONGDUNK","0","0","0","https://x.com/4chen4ta/status/1903494671571296425","1824586774301310976","4chen4ta"
"1903242771642921078","Sat Mar 22 17:11:08 +0000 2025","0","@tanyarlfes #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494666265542918","","tanyarlfes","qme","","0","0","0","https://x.com/melodyblue28/status/1903494666265542918","1792911388119031808","melodyblue28"
"1902939075981550004","Sat Mar 22 17:11:06 +0000 2025","0","@aerith_h #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #GagalkanRUUTNI #CabutRUUTNI","1903494658178826578","","aerith_h","qme","","0","0","0","https://x.com/cjlaa1/status/1903494658178826578","1405732214441054214","cjlaa1"
"1903125100100194520","Sat Mar 22 17:11:06 +0000 2025","0","@umugosh #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494657960775879","","umugosh","qme","","0","0","0","https://x.com/nazwara72754800/status/1903494657960775879","1577592402063536130","nazwara72754800"
"1903299573197705388","Sat Mar 22 17:11:04 +0000 2025","0","@happywithV2 #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494651740643437","","happywithV2","qme","","0","0","0","https://x.com/RGd098/status/1903494651740643437","1552653211009679362","RGd098"
"1903045042681627122","Sat Mar 22 17:11:04 +0000 2025","0","@geemiily #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #SupremasiSipil #TolakRevisiUUTNI #PeringatanDarurat #TolakDwifungsiABRI #KembalikanTNIkeBarak","1903494648280314075","","geemiily","qme","laut","0","0","0","https://x.com/udangmacan/status/1903494648280314075","1299313899661963264","udangmacan"
"1903454822613024812","Sat Mar 22 17:11:02 +0000 2025","0","@4chen4ta #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksaan","1903494643142308132","","4chen4ta","qme","","0","0","0","https://x.com/mhnmil/status/1903494643142308132","1530805375188234240","mhnmil"
"1903057933174444388","Sat Mar 22 17:11:01 +0000 2025","0","@busanbbys7 #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494636607504580","","busanbbys7","qme","exoplanet","0","0","0","https://x.com/ansalfanfic/status/1903494636607504580","1415515409143406592","ansalfanfic"
"1903164656883208237","Sat Mar 22 17:11:00 +0000 2025","0","@DrEvaChaniago #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUPolri #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil","1903494634652983725","","DrEvaChaniago","qme","#1 chiunz","0","0","0","https://x.com/loutsseii_/status/1903494634652983725","786552241972850688","loutsseii_"
